Site,Tree,Stage,RipeningStage ,LD65,aD65,bD65,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm
REPSA,A24,1,G,60.97,-10.09,43.45,5.28,6.14,6.95,7.43,7.82,8.34,8.77,9.1,9.31,9.83,12.34,17.79,25.14,30.78,33.88,35.37,35.66,34.79,33.2,32.05,31.49,30.08,28.25,27.59,26.03,22.71,19.11,14.64,15.25,25.73,42.21
REPSA,A24,2,YG,44.06,5.39,25.57,4.57,4.84,5.19,5.46,5.66,5.84,5.96,6.02,6.03,6.1,6.74,8.26,10.37,12.02,12.93,13.62,14.5,15.61,16.85,18.24,19.42,19.39,18.54,18.27,17.12,14.69,12.36,9.6,10.03,17.21,30.14
REPSA,A24,2,YG,49.29,10.24,29.15,4.94,5.63,6.28,6.65,6.89,7.14,7.32,7.43,7.41,7.49,8.45,10.44,12.76,14.29,15.24,16.24,17.74,19.78,22.11,24.5,26.47,27.04,26.63,26.56,25.34,22.57,19.66,15.57,16.09,25.34,38.16
REPSA,A24,2,YG,49.74,-0.91,33.18,4.73,5.11,5.49,5.73,5.92,6.19,6.4,6.54,6.62,6.81,7.99,10.69,14.48,17.4,18.94,19.84,20.59,21.17,21.64,22.35,23.03,22.38,20.97,20.48,19.17,16.35,13.44,10.13,10.56,18.89,34.04
REPSA,A24,2,YG,52.75,1.61,34.58,4.8,5.34,5.97,6.43,6.78,7.14,7.41,7.64,7.74,7.99,9.38,12.41,16.33,19.25,20.82,21.83,22.81,23.84,24.87,26.1,27.2,26.92,25.75,25.39,24.1,21.11,17.8,13.63,14.03,23.48,38.55
REPSA,A24,2,YG,51.25,2.62,34.08,4.49,4.87,5.45,5.96,6.34,6.66,6.91,7.08,7.14,7.32,8.57,11.23,14.88,17.67,19.28,20.33,21.34,22.37,23.42,24.7,25.85,25.62,24.61,24.36,23.31,20.51,17.16,13.06,13.45,22.56,36.97
REPSA,A24,2,YG,48.58,3.83,29.66,4.71,5.22,5.77,6.12,6.38,6.65,6.84,6.98,7,7.15,8.22,10.5,13.33,15.31,16.39,17.3,18.42,19.73,21,22.25,23.27,23.11,22.2,21.9,20.71,18.15,15.46,12,12.43,20.62,33.54
REPSA,A24,2,YG,47.42,4.79,28.56,4.72,5.11,5.58,5.93,6.18,6.46,6.63,6.74,6.81,6.93,7.88,9.94,12.51,14.27,15.26,16.12,17.25,18.58,19.93,21.26,22.31,22.29,21.57,21.4,20.24,17.73,15.15,11.74,12.26,20.48,32.22
REPSA,A24,2,YG,56.68,1.13,37.89,4.75,5.37,6.22,7,7.59,8.06,8.4,8.75,8.84,9.14,10.97,14.84,19.79,23.35,25.19,26.1,26.77,27.54,28.51,30.01,31.57,31.66,30.75,30.57,29.63,26.74,22.71,17.48,17.71,28.03,43.21
REPSA,A24,2,YG,54.9,-6.11,40.67,4.49,4.78,5.25,5.75,6.14,6.47,6.73,6.93,7.03,7.31,8.78,12.3,17.85,22.77,25.81,27.41,28,27.67,26.83,26.33,26.18,25.04,23.41,22.87,21.47,18.4,15.28,11.58,12,20.92,36.66
REPSA,A24,2,YG,52.61,-3.97,34.61,4.88,5.44,6,6.34,6.62,7,7.3,7.51,7.63,7.94,9.54,12.88,17.22,20.46,22.21,23.25,23.95,24.28,24.23,24.27,24.44,23.61,22.25,21.78,20.59,17.94,14.97,11.4,11.86,20.18,33.67
REPSA,A24,3,RY,32,15.61,11.02,4.38,4.49,4.58,4.62,4.64,4.65,4.64,4.61,4.55,4.49,4.51,4.62,4.77,4.89,5,5.25,5.77,6.75,8.28,10.23,12.11,12.99,13.01,13.1,12.37,10.66,9.11,7.31,7.66,12.96,23.09
REPSA,A24,3,RY,35.96,12.25,16.15,4.48,4.64,4.76,4.8,4.86,4.92,4.96,4.97,4.96,4.97,5.22,5.77,6.47,6.97,7.3,7.65,8.19,9.03,10.26,11.88,13.56,14.57,15.06,15.6,15.23,13.74,12.02,9.75,10.52,17.03,26.4
REPSA,A24,3,RY,41.46,8.14,22.36,4.52,4.84,5.15,5.32,5.44,5.57,5.67,5.7,5.7,5.73,6.23,7.43,9,10.1,10.69,11.26,12.1,13.21,14.6,16.26,17.8,18.15,17.62,17.51,16.52,14.25,12.03,9.37,9.76,16.66,29.16
REPSA,A24,3,RY,34.94,19.83,14.16,4.49,4.68,4.87,4.96,5.02,5.06,5.07,5,4.93,4.81,4.85,4.99,5.19,5.29,5.44,5.8,6.57,7.97,10.13,12.85,15.44,16.79,17.05,17.27,16.46,14.41,12.41,9.83,10.23,16.87,28
REPSA,A24,3,RY,40.18,18.58,20.1,4.51,4.79,5.14,5.39,5.57,5.68,5.75,5.76,5.7,5.64,5.92,6.55,7.29,7.72,8,8.48,9.46,11.14,13.61,16.7,19.66,21.25,21.63,22.02,21.32,19.09,16.44,12.84,13.28,21.42,33.22
REPSA,A24,3,RY,38.03,10.12,18.58,4.54,4.73,4.91,5,5.07,5.16,5.22,5.22,5.19,5.17,5.44,6.1,7.03,7.71,8.18,8.79,9.81,11.16,12.73,14.36,15.66,15.74,15.04,14.79,13.76,11.71,9.9,7.86,8.24,14.19,26.14
REPSA,A24,3,RY,34.66,18.31,13.39,4.62,4.8,4.94,5,5.05,5.08,5.1,5.08,5.02,4.96,5.02,5.19,5.36,5.48,5.63,5.97,6.68,7.9,9.76,12.05,14.22,15.54,16.18,16.74,16.43,14.92,13.07,10.55,11.17,17.54,26.32
REPSA,A24,3,RY,40.06,20.4,18.89,4.76,5.13,5.51,5.71,5.84,5.92,5.98,5.97,5.85,5.76,5.95,6.42,6.93,7.21,7.45,7.96,9.06,11,13.86,17.28,20.38,21.89,22.04,22.23,21.46,19.18,16.49,12.9,13.15,20.82,32.62
REPSA,A24,3,RY,35.23,20.32,14.67,4.51,4.71,4.89,4.97,5.01,5.03,5.06,5.01,4.93,4.84,4.86,5.01,5.19,5.31,5.46,5.82,6.64,8.13,10.41,13.21,15.79,17.11,17.39,17.7,17.13,15.24,13.02,10.16,10.56,17.48,28.45
REPSA,A24,3,RY,40.24,14.42,20.02,4.76,5.11,5.39,5.49,5.58,5.67,5.75,5.77,5.69,5.66,5.96,6.67,7.52,8.13,8.56,9.19,10.34,12.12,14.34,16.7,18.68,19.38,19.05,19.04,18.09,15.83,13.49,10.46,10.77,18.08,30.12
REPSA,A24,4,R,34.55,21.46,14.46,4.39,4.55,4.71,4.8,4.85,4.85,4.85,4.8,4.72,4.64,4.65,4.77,4.95,5.07,5.18,5.45,6.11,7.42,9.65,12.61,15.52,17.19,17.66,18.03,17.32,15.24,13.04,10.14,10.51,17.5,28.52
REPSA,A24,4,R,28.75,17.2,6.61,4.35,4.38,4.43,4.44,4.46,4.41,4.4,4.35,4.32,4.27,4.24,4.21,4.2,4.19,4.18,4.22,4.32,4.6,5.37,6.88,8.99,10.85,12.12,13.04,13.04,11.91,10.64,8.8,9.1,14.06,22.33
REPSA,A24,4,R,30.47,18.51,8.49,4.3,4.41,4.55,4.63,4.67,4.65,4.63,4.57,4.51,4.44,4.4,4.42,4.45,4.45,4.45,4.53,4.76,5.31,6.49,8.45,10.83,12.61,13.6,14.31,14.01,12.61,11.1,9.07,9.4,14.8,23.83
REPSA,A24,4,R,31.35,20.57,10.03,4.32,4.41,4.53,4.62,4.66,4.65,4.63,4.59,4.5,4.43,4.38,4.36,4.37,4.39,4.42,4.54,4.85,5.6,7.14,9.53,12.22,14.12,14.98,15.6,15.14,13.43,11.73,9.39,9.68,15.69,25.7
REPSA,A24,4,R,30.43,18.39,8.04,4.62,4.71,4.75,4.75,4.74,4.71,4.69,4.63,4.55,4.48,4.42,4.39,4.39,4.4,4.44,4.57,4.87,5.49,6.67,8.35,10.31,11.97,13.2,14.27,14.43,13.44,12.2,10.14,10.51,16.32,25.37
REPSA,A24,4,R,30.49,20.54,9.44,4.29,4.33,4.4,4.46,4.49,4.46,4.44,4.4,4.34,4.29,4.24,4.22,4.22,4.24,4.24,4.31,4.53,5.09,6.41,8.7,11.46,13.5,14.5,15.2,14.92,13.38,11.61,9.19,9.39,15.07,24.49
REPSA,A24,4,R,26.91,11.7,4.51,4.24,4.25,4.23,4.22,4.22,4.19,4.19,4.17,4.15,4.15,4.13,4.11,4.13,4.14,4.16,4.2,4.29,4.46,4.84,5.51,6.51,7.62,8.74,9.74,10.36,10.31,9.87,8.83,9.31,12.64,16.73
REPSA,A24,4,R,30.58,22.7,9.79,4.28,4.35,4.43,4.46,4.46,4.42,4.4,4.35,4.28,4.21,4.15,4.12,4.12,4.11,4.11,4.16,4.35,4.87,6.21,8.61,11.64,14.11,15.62,16.68,16.55,14.99,13.15,10.41,10.74,17.33,27.09
REPSA,A24,4,R,30.47,21.03,8.89,4.39,4.47,4.55,4.58,4.6,4.57,4.54,4.49,4.41,4.33,4.27,4.24,4.23,4.23,4.24,4.32,4.53,5.07,6.28,8.39,11.07,13.3,14.72,15.75,15.7,14.29,12.59,10.11,10.45,16.6,25.93
REPSA,A24,4,R,26.35,13.07,3.88,4.25,4.23,4.2,4.17,4.17,4.13,4.13,4.1,4.08,4.06,4.04,4.01,4.01,4,3.99,4,4.02,4.11,4.36,4.88,5.82,7.06,8.64,10.31,11.73,12.32,12.05,10.84,11.93,16.94,22.45
REPSA,A24,5,P,24.91,6.48,1.28,4.3,4.26,4.21,4.19,4.19,4.15,4.15,4.12,4.11,4.1,4.08,4.06,4.06,4.06,4.05,4.04,4.05,4.05,4.08,4.17,4.46,4.99,5.88,6.97,8.06,8.62,8.61,7.79,8.22,11.86,16.89
REPSA,A24,5,P,24.71,6.71,1.11,4.26,4.22,4.18,4.16,4.16,4.13,4.12,4.09,4.07,4.05,4.02,4.01,4.01,3.99,3.98,3.98,3.97,3.97,4,4.07,4.35,4.91,5.86,7.06,8.14,8.6,8.53,7.65,8.03,12.12,18.82
REPSA,A24,5,P,25.28,9.69,2.38,4.18,4.15,4.12,4.1,4.1,4.08,4.07,4.03,4.03,4,3.99,3.96,3.97,3.96,3.95,3.94,3.95,3.96,4.04,4.27,4.87,5.88,7.21,8.62,9.71,10.01,9.73,8.62,9.02,13.02,18.88
REPSA,A24,5,P,23.97,4.03,0.51,4.15,4.11,4.06,4.03,4.03,4.01,4,3.97,3.97,3.95,3.94,3.92,3.92,3.92,3.9,3.9,3.91,3.9,3.92,3.94,4.04,4.26,4.72,5.43,6.32,7.01,7.34,7.02,7.55,10.62,15.05
REPSA,A24,5,P,25.9,11.41,3.16,4.22,4.21,4.19,4.16,4.15,4.13,4.12,4.08,4.07,4.06,4.04,4.02,4.02,4.01,4,3.99,3.99,4.02,4.15,4.57,5.48,6.78,8.26,9.68,10.57,10.52,9.94,8.56,8.94,13.33,19.8
REPSA,A24,5,P,25.68,9.4,2.38,4.33,4.29,4.26,4.23,4.23,4.2,4.19,4.17,4.14,4.14,4.11,4.09,4.08,4.09,4.08,4.08,4.08,4.1,4.21,4.49,5.11,6.05,7.27,8.57,9.61,9.96,9.7,8.63,9.09,13.07,18.49
REPSA,A24,5,P,22.14,5.38,1.08,3.5,3.46,3.42,3.4,3.41,3.38,3.38,3.36,3.36,3.35,3.35,3.34,3.34,3.33,3.32,3.32,3.33,3.32,3.34,3.37,3.5,3.77,4.35,5.22,6.33,7.27,7.77,7.51,8.13,11.26,15.46
REPSA,A24,5,P,24.89,7.73,1.71,4.19,4.15,4.12,4.1,4.09,4.07,4.07,4.04,4.03,4.02,4.02,3.99,3.99,3.99,3.98,3.98,3.99,3.98,4,4.08,4.37,4.98,6.07,7.44,8.92,9.91,10.18,9.36,10.05,14.53,20.32
REPSA,A24,5,P,25.52,10.69,2.7,4.23,4.2,4.16,4.12,4.12,4.09,4.08,4.05,4.05,4.03,4.01,3.99,3.99,3.99,3.97,3.96,3.96,3.97,4.04,4.27,4.95,6.09,7.64,9.3,10.56,10.89,10.53,9.21,9.63,14.15,20.59
REPSA,A24,5,P,23.88,4.18,0.54,4.12,4.07,4.03,4,3.99,3.97,3.97,3.94,3.93,3.92,3.91,3.89,3.89,3.88,3.87,3.87,3.87,3.86,3.88,3.9,3.99,4.22,4.7,5.43,6.36,7.14,7.56,7.29,7.89,11.09,15.57
REPSA,A54,1,G,53.35,-12.77,36.25,4.93,5.42,5.88,6.14,6.39,6.83,7.19,7.35,7.55,7.95,9.71,13.51,19.07,23.55,25.95,26.97,26.82,25.37,23.43,22.12,21.45,20.09,18.42,17.82,16.43,13.88,11.62,9.18,9.73,17.09,32.13
REPSA,A54,1,G,47.02,-13.52,32.22,4.53,4.62,4.78,4.96,5.12,5.33,5.5,5.6,5.64,5.87,6.85,9.3,13.68,17.94,20.45,21.51,21.17,19.37,17.21,15.87,15.21,13.99,12.57,12.08,11.15,9.43,7.93,6.58,7.02,12,25.55
REPSA,A54,1,G,54.36,-10.74,38.93,4.5,4.86,5.39,5.85,6.2,6.62,6.95,7.16,7.3,7.68,9.41,13.3,19.04,23.84,26.53,27.74,27.82,26.74,25.12,24.04,23.51,22.21,20.49,19.89,18.42,15.54,12.89,9.89,10.34,18.45,34.01
REPSA,A54,1,G,53.05,-13,36.86,4.67,4.98,5.41,5.81,6.16,6.58,6.91,7.11,7.27,7.64,9.27,12.86,18.37,23.12,25.84,27.06,26.91,25.28,23.13,21.72,21,19.6,17.91,17.34,16.08,13.7,11.43,9.03,9.49,16.52,31.51
REPSA,A54,1,G,50.78,-8.32,35.02,4.4,4.56,4.94,5.43,5.86,6.19,6.41,6.59,6.7,7,8.29,11.24,15.77,19.73,22.12,23.38,23.69,22.95,21.73,20.84,20.41,19.52,18.3,17.87,16.39,13.91,12.04,9.72,10.23,17.35,30.58
REPSA,A54,1,G,56.84,-9.05,40.74,4.75,5.31,5.99,6.46,6.81,7.22,7.55,7.82,7.93,8.32,10.25,14.6,20.82,25.85,28.65,30.03,30.37,29.65,28.35,27.44,27.01,25.75,24.02,23.43,21.85,18.61,15.52,11.86,12.37,21.49,37.31
REPSA,A54,2,YG,51.76,-5.36,36.24,4.39,4.63,5.07,5.55,5.93,6.3,6.55,6.73,6.8,7.06,8.4,11.43,15.98,19.82,22.12,23.42,24.02,23.87,23.3,23.08,23.1,22.11,20.56,20.05,18.69,15.86,13.15,10.1,10.52,18.49,33.86
REPSA,A54,2,YG,45.87,-5.09,29.36,4.41,4.53,4.78,5.1,5.37,5.62,5.78,5.88,5.95,6.1,6.96,9.01,12.34,15.28,16.98,17.85,18.21,17.95,17.45,17.25,17.26,16.5,15.31,14.89,13.75,11.68,9.96,8.08,8.51,14.4,27.41
REPSA,A54,2,YG,55.19,-6.62,38.38,4.66,5.06,5.64,6.23,6.75,7.19,7.52,7.78,7.88,8.22,9.97,13.78,19.14,23.45,25.93,27.23,27.76,27.47,26.73,26.27,26.11,25.13,23.66,23.18,21.6,18.52,15.73,12.28,12.81,21.53,36.46
REPSA,A54,2,YG,53.14,-7.62,36.45,4.73,5.21,5.77,6.12,6.36,6.73,7.02,7.23,7.35,7.7,9.29,12.88,17.94,21.97,24.12,25.16,25.49,25.09,24.26,23.72,23.51,22.47,20.93,20.41,18.97,16.12,13.43,10.31,10.79,18.89,33.29
REPSA,A54,2,YG,45.34,0.46,27.72,4.51,4.74,5.09,5.38,5.57,5.81,5.97,6.06,6.09,6.21,6.92,8.64,11.3,13.66,15.05,15.97,16.77,17.3,17.66,18.24,18.83,18.38,17.26,16.88,15.65,13.28,11.17,8.82,9.26,15.95,29.85
REPSA,A54,2,YG,49.97,-4.79,33.11,4.62,4.94,5.36,5.7,5.98,6.32,6.56,6.69,6.77,7.03,8.27,10.99,14.95,18.22,20.1,21.26,21.96,21.97,21.54,21.31,21.29,20.48,19.15,18.69,17.08,14.25,12.08,9.47,10.01,17.87,33.31
REPSA,A54,2,YG,47.58,-7.67,31.14,4.42,4.58,4.88,5.23,5.55,5.85,6.06,6.18,6.27,6.46,7.45,9.85,13.71,17.13,19.07,20.02,20.23,19.63,18.67,18.08,17.82,16.88,15.56,15.11,14,11.94,10.12,8.16,8.6,14.52,27.2
REPSA,A54,2,YG,47.4,-0.03,28.78,4.67,4.97,5.39,5.76,6.07,6.39,6.6,6.71,6.77,6.92,7.88,9.99,13.01,15.39,16.71,17.55,18.28,18.78,19.19,19.9,20.63,20.22,19.09,18.73,17.48,14.98,12.67,9.98,10.42,17.69,31.8
REPSA,A54,3,RY,39.54,5.8,19.46,4.56,4.76,5.03,5.23,5.37,5.52,5.62,5.64,5.63,5.65,6.04,6.94,8.22,9.24,9.87,10.5,11.38,12.38,13.39,14.46,15.33,15.24,14.53,14.31,13.33,11.48,9.92,8.19,8.58,13.94,25.29
REPSA,A54,3,RY,38.9,14.77,17.39,4.78,5.11,5.42,5.58,5.67,5.8,5.88,5.85,5.75,5.67,5.86,6.33,6.95,7.39,7.75,8.37,9.53,11.26,13.37,15.61,17.49,18.09,17.74,17.72,16.82,14.75,12.64,10.11,10.44,16.88,28.65
REPSA,A54,3,RY,36.5,11.7,16.76,4.46,4.58,4.74,4.87,4.94,5.02,5.07,5.06,5.02,4.97,5.14,5.57,6.23,6.79,7.22,7.77,8.72,10.06,11.66,13.37,14.8,15.07,14.47,14.3,13.26,11.22,9.55,7.69,8.1,13.97,26.81
REPSA,A54,3,RY,38.08,12.37,17.48,4.42,4.59,4.89,5.17,5.34,5.47,5.53,5.55,5.49,5.46,5.68,6.25,7.02,7.61,7.97,8.44,9.31,10.63,12.36,14.32,16.07,16.65,16.32,16.32,15.36,13.32,11.45,9.25,9.62,15.77,27.54
REPSA,A54,3,RY,41.1,18.09,20.23,4.72,5.1,5.5,5.74,5.87,6.02,6.09,6.11,6,5.93,6.2,6.84,7.56,8.06,8.45,9.04,10.19,12.07,14.64,17.65,20.41,21.79,22.01,22.36,21.53,19.14,16.51,12.93,13.29,21.49,33.87
REPSA,A54,4,R,26.35,13.4,3.81,4.26,4.21,4.18,4.17,4.17,4.16,4.14,4.12,4.11,4.08,4.06,4.05,4.05,4.03,4.02,4.02,4.02,4.04,4.15,4.57,5.58,7.15,9.09,11.02,12.27,12.47,12.04,10.72,11.45,16.31,22.6
REPSA,A54,4,R,28.87,18.91,7.37,4.35,4.36,4.36,4.35,4.33,4.31,4.29,4.24,4.21,4.15,4.13,4.11,4.11,4.09,4.09,4.12,4.21,4.51,5.28,6.86,9.19,11.4,13,14.27,14.27,12.85,11.29,9.07,9.46,15.88,26.89
REPSA,A54,4,R,26.26,13.1,3.97,4.2,4.18,4.16,4.14,4.13,4.1,4.08,4.05,4.04,3.99,3.97,3.95,3.95,3.92,3.91,3.91,3.92,3.99,4.28,5.05,6.44,7.96,9.24,10.3,10.55,9.83,8.86,7.48,7.78,12.08,19.72
REPSA,A54,4,R,29.57,18.62,7.78,4.38,4.44,4.5,4.52,4.5,4.48,4.45,4.39,4.33,4.26,4.2,4.17,4.16,4.15,4.16,4.23,4.44,4.97,6.12,7.99,10.2,11.87,12.86,13.68,13.52,12.24,10.75,8.82,9.19,14.62,24.2
REPSA,A54,4,R,27.41,15.52,5.42,4.29,4.28,4.26,4.24,4.23,4.21,4.18,4.14,4.11,4.06,4.04,4.02,4.01,3.99,3.98,3.99,4.06,4.25,4.82,5.97,7.63,9.25,10.58,11.71,11.9,11.08,10.06,8.53,9.05,13.85,20.85
REPSA,A54,4,R,28.45,16.98,6.89,4.36,4.38,4.37,4.33,4.29,4.27,4.25,4.19,4.14,4.08,4.04,4.02,4.02,4.01,4.02,4.07,4.25,4.69,5.62,7.13,9,10.53,11.53,12.38,12.32,11.22,10.03,8.35,8.7,13.78,22.57
REPSA,A54,4,R,30.4,21.44,9.07,4.57,4.62,4.62,4.58,4.53,4.5,4.46,4.4,4.33,4.26,4.21,4.17,4.15,4.15,4.16,4.22,4.43,5.03,6.36,8.55,11.18,13.32,14.7,15.77,15.71,14.38,12.8,10.46,10.83,16.98,26.37
REPSA,A54,4,R,26.97,15.7,4.85,4.26,4.23,4.2,4.19,4.18,4.16,4.14,4.12,4.1,4.08,4.06,4.05,4.04,4.02,4.02,4.01,4.02,4.06,4.26,4.9,6.28,8.23,10.41,12.5,13.67,13.46,12.63,10.73,11.19,17.19,26.04
REPSA,A54,4,R,26.95,15.38,4.6,4.26,4.22,4.2,4.21,4.22,4.21,4.19,4.17,4.15,4.13,4.1,4.08,4.07,4.05,4.05,4.05,4.04,4.09,4.29,4.86,6.11,7.91,10.08,12.28,13.75,13.91,13.21,11.41,11.81,17.56,27.01
REPSA,A54,4,R,30.3,21.84,9.01,4.37,4.41,4.46,4.5,4.5,4.49,4.45,4.41,4.35,4.29,4.24,4.21,4.19,4.18,4.18,4.22,4.34,4.75,5.87,8.1,11.09,13.66,15.25,16.38,16.06,14.32,12.68,10.32,10.7,17.13,27.42
REPSA,A54,5,P,25.23,6.62,1.64,4.31,4.26,4.23,4.22,4.21,4.19,4.18,4.17,4.15,4.14,4.13,4.12,4.11,4.1,4.1,4.1,4.1,4.12,4.21,4.42,4.87,5.55,6.38,7.29,7.76,7.54,7.09,6.3,6.71,10.4,17.17
REPSA,A54,5,P,24.39,5.07,0.9,4.21,4.16,4.11,4.09,4.09,4.07,4.05,4.03,4.03,4,3.99,3.98,3.98,3.96,3.96,3.96,3.95,3.96,4,4.1,4.34,4.74,5.34,6.09,6.79,7.14,7.14,6.66,7.13,10.67,17.16
REPSA,A54,5,P,25.28,9.91,2.36,4.25,4.2,4.16,4.12,4.1,4.08,4.06,4.04,4.03,3.99,3.98,3.97,3.97,3.95,3.94,3.93,3.94,3.94,4.02,4.27,4.87,5.84,7.2,8.73,9.9,10.24,9.92,8.8,9.22,13.77,21.15
REPSA,A54,5,P,24.74,6.02,0.95,4.29,4.24,4.21,4.2,4.19,4.17,4.15,4.13,4.12,4.09,4.08,4.07,4.06,4.05,4.04,4.04,4.03,4.03,4.05,4.1,4.24,4.58,5.34,6.53,7.95,9.01,9.38,8.78,9.45,14.27,21.83
REPSA,A29,1,G,56.34,-11.53,40.98,4.52,4.96,5.59,6.11,6.47,6.93,7.31,7.5,7.62,8.11,10.07,14.44,20.75,25.95,28.88,30.33,30.49,29.22,27.3,25.95,25.27,23.9,22.11,21.48,19.84,16.75,13.88,10.61,11.18,20.23,36.68
REPSA,A29,1,G,47.7,-8.62,33.52,4.51,4.61,4.82,5.04,5.19,5.35,5.46,5.54,5.57,5.74,6.51,8.69,12.8,17,19.75,21.19,21.47,20.51,19.01,18,17.49,16.4,14.98,14.52,13.32,11.1,9.26,7.37,7.89,14.24,28.23
REPSA,A29,2,YG,55.96,-5.56,41.59,4.68,5.06,5.6,6.06,6.39,6.66,6.87,7.1,7.17,7.49,9.09,12.96,18.78,23.7,26.7,28.36,29.08,28.89,28.15,27.6,27.38,26.5,25.14,24.69,22.96,19.78,16.86,13,13.52,23.34,38.48
REPSA,A29,2,YG,49.04,-3.39,33.02,4.47,4.63,5.01,5.45,5.79,6.02,6.14,6.28,6.36,6.58,7.58,10.08,13.94,17.24,19.25,20.39,20.95,20.95,20.64,20.41,20.4,20,19.25,19.04,17.53,15.03,13.27,10.84,11.55,19.41,31.65
REPSA,A29,2,YG,56.44,-3.03,38.1,4.56,4.94,5.67,6.5,7.26,7.89,8.36,8.67,8.77,9.27,11.18,14.96,19.85,23.67,25.88,27.17,27.95,28.34,28.46,28.76,29.17,28.58,27.33,27.01,25.77,22.84,19.5,15.14,15.57,25.5,40.64
REPSA,A29,3,RY,31.48,16.13,10.06,4.5,4.55,4.61,4.65,4.65,4.66,4.64,4.61,4.56,4.51,4.53,4.62,4.75,4.82,4.9,5.07,5.47,6.26,7.6,9.43,11.38,12.59,13.08,13.59,13.05,11.41,9.82,7.88,8.29,14.19,25.62
REPSA,A29,3,RY,40.24,13.95,19.85,4.67,4.88,5.18,5.46,5.63,5.74,5.79,5.84,5.77,5.78,6.05,6.76,7.68,8.46,8.93,9.45,10.34,11.82,13.82,16.07,18.1,19.15,19.29,19.54,18.44,16.14,14.27,11.55,11.95,19.31,30.85
REPSA,A29,3,RY,42.35,10.9,23.99,4.59,4.8,5.08,5.29,5.43,5.55,5.64,5.69,5.67,5.71,6.23,7.4,8.96,10.09,10.79,11.41,12.3,13.57,15.28,17.41,19.47,20.24,19.98,20.07,19.09,16.59,13.88,10.6,11.05,19.15,33.14
REPSA,A29,4,R,27.59,16.68,5.14,4.41,4.4,4.39,4.36,4.34,4.31,4.28,4.25,4.22,4.19,4.16,4.14,4.12,4.1,4.09,4.09,4.1,4.18,4.5,5.37,6.99,9.01,11.07,12.93,14.06,14.08,13.27,11.42,11.8,16.84,23.56
REPSA,A29,4,R,25.8,10.86,2.72,4.33,4.28,4.23,4.21,4.19,4.18,4.16,4.14,4.13,4.11,4.09,4.08,4.07,4.06,4.05,4.04,4.03,4.04,4.1,4.36,5.04,6.19,7.75,9.41,10.76,11.37,11.23,10.18,10.82,15.09,20.59
REPSA,A29,4,R,26.83,14.43,4.13,4.4,4.35,4.32,4.29,4.27,4.25,4.22,4.19,4.19,4.15,4.13,4.12,4.12,4.1,4.09,4.09,4.09,4.12,4.26,4.77,5.94,7.63,9.65,11.58,13,13.54,13.21,11.9,12.51,16.72,21.61
REPSA,A29,4,R,26.3,12.94,3.38,4.37,4.32,4.28,4.26,4.24,4.22,4.19,4.17,4.16,4.13,4.1,4.09,4.08,4.06,4.05,4.05,4.04,4.06,4.18,4.57,5.44,6.79,8.57,10.54,12.2,12.96,12.74,11.32,11.9,17.02,23.81
REPSA,A29,4,R,26.64,13.52,3.86,4.37,4.32,4.29,4.27,4.25,4.24,4.22,4.2,4.18,4.16,4.13,4.12,4.11,4.1,4.09,4.1,4.09,4.13,4.29,4.76,5.8,7.33,9.18,11.05,12.42,12.85,12.47,10.98,11.41,16.18,22.37
REPSA,A29,4,R,26.03,12.18,3.22,4.31,4.26,4.22,4.19,4.17,4.16,4.14,4.12,4.12,4.08,4.07,4.06,4.06,4.05,4.04,4.05,4.05,4.07,4.15,4.39,5.03,6.16,7.86,9.87,11.88,13.39,13.95,13.3,14.17,18.74,23.96
REPSA,A29,4,R,27.2,15.15,4.18,4.5,4.45,4.41,4.4,4.38,4.36,4.33,4.31,4.29,4.27,4.24,4.23,4.22,4.2,4.2,4.19,4.18,4.2,4.33,4.75,5.79,7.5,9.84,12.38,14.46,15.37,15.03,13.28,13.84,19.61,27.21
REPSA,A29,4,R,29.52,15.24,7.42,4.48,4.51,4.53,4.53,4.52,4.52,4.5,4.46,4.41,4.36,4.34,4.34,4.36,4.37,4.4,4.52,4.8,5.4,6.45,7.93,9.58,10.75,11.37,12,11.74,10.54,9.32,7.73,8.13,13.25,22.77
REPSA,A29,4,R,27.96,18.79,6.18,4.31,4.27,4.27,4.26,4.26,4.24,4.22,4.18,4.16,4.13,4.1,4.09,4.08,4.06,4.05,4.05,4.06,4.14,4.49,5.45,7.27,9.58,12.02,14.29,15.92,16.33,15.4,13.17,13.48,18.98,26.25
REPSA,A29,4,R,28.05,18.09,5.79,4.28,4.28,4.32,4.35,4.36,4.35,4.32,4.3,4.27,4.23,4.2,4.19,4.17,4.16,4.16,4.16,4.18,4.28,4.6,5.4,6.93,9.02,11.5,14.04,16.04,16.81,16.32,14.32,14.93,21.31,29.74
REPSA,A29,5,P,24,4.1,0.42,4.19,4.14,4.1,4.06,4.05,4.04,4.02,3.98,4,3.95,3.94,3.94,3.94,3.92,3.91,3.91,3.9,3.91,3.92,3.95,4.05,4.22,4.63,5.29,6.23,7.25,7.92,8.04,8.9,11.6,14.76
